PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36198117","3D Gradient and Linearly Aligned Magnetic Microcapsules in Nerve Guidance Conduits with Remotely Spatiotemporally Controlled Release to Enhance Peripheral Nerve Repair","Huang WC, Lin CC, Chiu TW, Chen SY.","ACS Appl Mater Interfaces. 2022 Oct 19;14(41):46188-46200. doi: 10.1021/acsami.2c11362. Epub 2022 Oct 5.","Huang WC","ACS Appl Mater Interfaces","2022","2022/10/05","","","10.1021/acsami.2c11362"
"27474590","Magnetic field-responsive release of transforming growth factor beta 1 from heparin-modified alginate ferrogels","Kim H, Park H, Lee JW, Lee KY.","Carbohydr Polym. 2016 Oct 20;151:467-473. doi: 10.1016/j.carbpol.2016.05.090. Epub 2016 May 26.","Kim H","Carbohydr Polym","2016","2016/07/31","","","10.1016/j.carbpol.2016.05.090"
"33322592","Magnetic Resonance Methods as a Prognostic Tool for the Biorelevant Behavior of Xanthan Tablets","Mikac U, Kristl J.","Molecules. 2020 Dec 11;25(24):5871. doi: 10.3390/molecules25245871.","Mikac U","Molecules","2020","2020/12/16","PMC7763985","","10.3390/molecules25245871"
"27258667","An Easy Access to Organic Salt-Based Stimuli-Responsive and Multifunctional Supramolecular Hydrogels","Majumder J, Dastidar P.","Chemistry. 2016 Jun 27;22(27):9267-76. doi: 10.1002/chem.201601136. Epub 2016 Jun 3.","Majumder J","Chemistry","2016","2016/06/04","","","10.1002/chem.201601136"
"20382422","Hyperbranched poly(amine-ester) based hydrogels for controlled multi-drug release in combination chemotherapy","Zhang H, Zhao C, Cao H, Wang G, Song L, Niu G, Yang H, Ma J, Zhu S.","Biomaterials. 2010 Jul;31(20):5445-54. doi: 10.1016/j.biomaterials.2010.03.034. Epub 2010 Apr 10.","Zhang H","Biomaterials","2010","2010/04/13","","","10.1016/j.biomaterials.2010.03.034"
"32512091","Chitosan reinforced hydrogels with swelling-shrinking behaviors in response to glucose concentration","Elshaarani T, Yu H, Wang L, Feng J, Li C, Zhou W, Khan A, Usman M, Amin BU, Khan R.","Int J Biol Macromol. 2020 Oct 15;161:109-121. doi: 10.1016/j.ijbiomac.2020.06.012. Epub 2020 Jun 5.","Elshaarani T","Int J Biol Macromol","2020","2020/06/09","","","10.1016/j.ijbiomac.2020.06.012"
"41186349","Core-shell hydrogel microspheres with sequential drug release and magnetothermal synergy for drug-resistant ovarian cancer","Yin P, Brozovic A, Zhang W, Wu C.","Biomater Sci. 2026 Jan 6;14(1):161-172. doi: 10.1039/d5bm01191d.","Yin P","Biomater Sci","2026","2025/11/04","","","10.1039/d5bm01191d"
"34536479","Effect of pectin and attapulgite filler on swelling, network parameters and controlled release of diltiazem hydrochloride from polyacrylic copolymer gel","Samanta HS, Ray SK.","Int J Biol Macromol. 2021 Nov 1;190:978-988. doi: 10.1016/j.ijbiomac.2021.09.066. Epub 2021 Sep 16.","Samanta HS","Int J Biol Macromol","2021","2021/09/18","","","10.1016/j.ijbiomac.2021.09.066"
"30501748","Influence of Hydrophilic Co-Monomer on the Drug Release from Hydrogels with Thermosensitive N-(isopropyl)acrylamide Derivatives","Gasztych M, Komsa K, Musia W.","J Nanosci Nanotechnol. 2019 May 1;19(5):2514-2521. doi: 10.1166/jnn.2019.15848.","Gasztych M","J Nanosci Nanotechnol","2019","2018/12/04","","","10.1166/jnn.2019.15848"
"27576947","Citric acid crosslinked cyclodextrin/hydroxypropylmethylcellulose hydrogel films for hydrophobic drug delivery","Ghorpade VS, Yadav AV, Dias RJ.","Int J Biol Macromol. 2016 Dec;93(Pt A):75-86. doi: 10.1016/j.ijbiomac.2016.08.072. Epub 2016 Aug 28.","Ghorpade VS","Int J Biol Macromol","2016","2016/09/01","","","10.1016/j.ijbiomac.2016.08.072"
"27543919","Thermosensitive/superparamagnetic iron oxide nanoparticle-loaded nanocapsule hydrogels for multiple cancer hyperthermia","Zhang ZQ, Song SC.","Biomaterials. 2016 Nov;106:13-23. doi: 10.1016/j.biomaterials.2016.08.015. Epub 2016 Aug 12.","Zhang ZQ","Biomaterials","2016","2016/08/21","","","10.1016/j.biomaterials.2016.08.015"
"37558040","Ecofriendly polysaccharide-based alginate/pluronic F127 semi-IPN hydrogel with magnetic collectability for precise release of pesticides and sustained pest control","Zhang L, Sheng C, Chen C, Luo J, Wu Z, Cao H.","Int J Biol Macromol. 2023 Nov 1;251:126175. doi: 10.1016/j.ijbiomac.2023.126175. Epub 2023 Aug 7.","Zhang L","Int J Biol Macromol","2023","2023/08/09","","","10.1016/j.ijbiomac.2023.126175"
"16890321","Manipulation of hydrogel assembly and growth factor delivery via the use of peptide-polysaccharide interactions","Zhang L, Furst EM, Kiick KL.","J Control Release. 2006 Aug 28;114(2):130-42. doi: 10.1016/j.jconrel.2006.06.005. Epub 2006 Jun 10.","Zhang L","J Control Release","2006","2006/08/08","PMC2606047","NIHMS81237","10.1016/j.jconrel.2006.06.005"
"28705502","Synthesis and characterization of hydrogel films of carboxymethyl tamarind gum using citric acid","Mali KK, Dhawale SC, Dias RJ.","Int J Biol Macromol. 2017 Dec;105(Pt 1):463-470. doi: 10.1016/j.ijbiomac.2017.07.058. Epub 2017 Jul 11.","Mali KK","Int J Biol Macromol","2017","2017/07/15","","","10.1016/j.ijbiomac.2017.07.058"
"41145975","Controlled Release of Dyes from Hydrogel Cargoes through pH and Magnetic Stimuli","Banerjee U, Ganguly S, Tang XS, Mitra SK.","Langmuir. 2025 Nov 18;41(45):30691-30702. doi: 10.1021/acs.langmuir.5c04499. Epub 2025 Oct 27.","Banerjee U","Langmuir","2025","2025/10/28","","","10.1021/acs.langmuir.5c04499"
"25224297","Injectable supramolecular hydrogel from insulin-loaded triblock PCL-PEG-PCL copolymer and γ-cyclodextrin with sustained-release property","Khodaverdi E, Heidari Z, Tabassi SA, Tafaghodi M, Alibolandi M, Tekie FS, Khameneh B, Hadizadeh F.","AAPS PharmSciTech. 2015 Feb;16(1):140-9. doi: 10.1208/s12249-014-0198-4. Epub 2014 Sep 16.","Khodaverdi E","AAPS PharmSciTech","2015","2014/09/17","PMC4309819","","10.1208/s12249-014-0198-4"
"39452858","Preparation and Properties of Crosslinked Quaternized Chitosan-Based Hydrogel Films Ionically Bonded with Acetylsalicylic Acid for Biomedical Materials","Zhang J, Wang L, Mi Y, Dong F, Guo Z.","Mar Drugs. 2024 Sep 30;22(10):450. doi: 10.3390/md22100450.","Zhang J","Mar Drugs","2024","2024/10/25","PMC11509478","","10.3390/md22100450"
"21135360","Autonomic denervation with magnetic nanoparticles","Yu L, Scherlag BJ, Dormer K, Nguyen KT, Pope C, Fung KM, Po SS.","Circulation. 2010 Dec 21;122(25):2653-9. doi: 10.1161/CIRCULATIONAHA.110.940288. Epub 2010 Dec 6.","Yu L","Circulation","2010","2010/12/08","","","10.1161/CIRCULATIONAHA.110.940288"
"35988723","Hydrogel beads based on carboxymethyl cassava starch/alginate enriched with MgFe(2)O(4) nanoparticles for controlling drug release","Fang K, Zhang Y, Yin J, Yang T, Li K, Wei L, Li J, He W.","Int J Biol Macromol. 2022 Nov 1;220:573-588. doi: 10.1016/j.ijbiomac.2022.08.081. Epub 2022 Aug 19.","Fang K","Int J Biol Macromol","2022","2022/08/21","","","10.1016/j.ijbiomac.2022.08.081"
"39180317","Multifunctional magneto-plasmonic lipogel based on peptide hydrogel for application in combined cancer therapy","Gomes V, Veloso SRS, Carvalho A, Hilliou L, Coutinho PJG, Moura C, Martins JA, Castanheira EMS, Ferreira PMT.","J Pept Sci. 2025 Jan;31(1):e3650. doi: 10.1002/psc.3650. Epub 2024 Aug 24.","Gomes V","J Pept Sci","2025","2024/08/24","","","10.1002/psc.3650"
"35226460","A Three-Dimensional Printable Hydrogel Formulation for the Local Delivery of Therapeutic Nanoparticles to Cervical Cancer","Kiseleva M, Omar MM, Boisselier É, Selivanova SV, Fortin MA.","ACS Biomater Sci Eng. 2022 Mar 14;8(3):1200-1214. doi: 10.1021/acsbiomaterials.1c01399. Epub 2022 Feb 28.","Kiseleva M","ACS Biomater Sci Eng","2022","2022/02/28","","","10.1021/acsbiomaterials.1c01399"
"16037963","Thermogelling emulsions for vascular embolization and sustained release of drugs","Kan P, Lin XZ, Hsieh MF, Chang KY.","J Biomed Mater Res B Appl Biomater. 2005 Oct;75(1):185-92. doi: 10.1002/jbm.b.30286.","Kan P","J Biomed Mater Res B Appl Biomater","2005","2005/07/23","","","10.1002/jbm.b.30286"
"22092063","Preparation and characterization of magnetic alginate-chitosan hydrogel beads loaded matrine","Zhang LL, Li P, Li YM, Wang AQ.","Drug Dev Ind Pharm. 2012 Jul;38(7):872-82. doi: 10.3109/03639045.2011.630397. Epub 2011 Nov 18.","Zhang LL","Drug Dev Ind Pharm","2012","2011/11/19","","","10.3109/03639045.2011.630397"
"22680777","Release of magnetic nanoparticles from cell-encapsulating biodegradable nanobiomaterials","Xu F, Inci F, Mullick O, Gurkan UA, Sung Y, Kavaz D, Li B, Denkbas EB, Demirci U.","ACS Nano. 2012 Aug 28;6(8):6640-9. doi: 10.1021/nn300902w. Epub 2012 Jul 27.","Xu F","ACS Nano","2012","2012/06/12","PMC3813440","NIHMS505450","10.1021/nn300902w"
"28268746","Self-folding hydrogel bilayer for enhanced drug loading, encapsulation, and transport","Hen-Wei Huang, Petruska AJ, Sakar MS, Skoura M, Ullrich F, Qi Zhangm, Pane S, Nelson BJ.","Annu Int Conf IEEE Eng Med Biol Soc. 2016 Aug;2016:2103-2106. doi: 10.1109/EMBC.2016.7591143.","Hen-Wei Huang","Annu Int Conf IEEE Eng Med Biol Soc","2016","2017/03/09","","","10.1109/EMBC.2016.7591143"
"25183059","Targeted delivery of doxorubicin into tumor cells via MMP-sensitive PEG hydrogel-coated magnetic iron oxide nanoparticles (MIONPs)","Nazli C, Demirer GS, Yar Y, Acar HY, Kizilel S.","Colloids Surf B Biointerfaces. 2014 Oct 1;122:674-683. doi: 10.1016/j.colsurfb.2014.07.049. Epub 2014 Aug 10.","Nazli C","Colloids Surf B Biointerfaces","2014","2014/09/04","","","10.1016/j.colsurfb.2014.07.049"
"21736523","Poly(N-vinylcaprolactam-co-methacrylic acid) hydrogel microparticles for oral insulin delivery","Mundargi RC, Rangaswamy V, Aminabhavi TM.","J Microencapsul. 2011;28(5):384-94. doi: 10.3109/02652048.2011.576782.","Mundargi RC","J Microencapsul","2011","2011/07/09","","","10.3109/02652048.2011.576782"
"22870779","[Modified release intra-articular drug delivery systems]","Szabó A, Szabó B, Balogh E, Zelkó R, Antal I.","Acta Pharm Hung. 2012;82(2):69-74.","Szabó A","Acta Pharm Hung","2012","2012/08/09","","",""
"40519022","Magnetic-Driven Hydrogel Robots Loaded with Mitomycin for Active Therapy of Bladder Cancer","Jia J, Wu G, Zhang H, Wang F, Gu X, Dorma D, Zhang L, Chen H, Xu Y, Xie H.","ACS Appl Mater Interfaces. 2025 Jun 25;17(25):36366-36376. doi: 10.1021/acsami.5c03787. Epub 2025 Jun 16.","Jia J","ACS Appl Mater Interfaces","2025","2025/06/16","","","10.1021/acsami.5c03787"
"21946260","Formulation and evaluation of an in situ gel forming system for controlled delivery of triptorelin acetate","Abashzadeh Sh, Dinarvand R, Sharifzadeh M, Hassanzadeh G, Amini M, Atyabi F.","Eur J Pharm Sci. 2011 Nov 20;44(4):514-21. doi: 10.1016/j.ejps.2011.09.011. Epub 2011 Sep 16.","Abashzadeh Sh","Eur J Pharm Sci","2011","2011/09/28","","","10.1016/j.ejps.2011.09.011"
"28106163","Synergistically enhanced selective intracellular uptake of anticancer drug carrier comprising folic acid-conjugated hydrogels containing magnetite nanoparticles","Kim H, Jo A, Baek S, Lim D, Park SY, Cho SK, Chung JW, Yoon J.","Sci Rep. 2017 Jan 20;7:41090. doi: 10.1038/srep41090.","Kim H","Sci Rep","2017","2017/01/21","PMC5247690","","10.1038/srep41090"
"22888244","Cross-linked acrylic hydrogel for the controlled delivery of hydrophobic drugs in cancer therapy","Deepa G, Thulasidasan AK, Anto RJ, Pillai JJ, Kumar GS.","Int J Nanomedicine. 2012;7:4077-88. doi: 10.2147/IJN.S30149. Epub 2012 Jul 27.","Deepa G","Int J Nanomedicine","2012","2012/08/14","PMC3414083","","10.2147/IJN.S30149"
"40850444","Hydrogel-mediated delivery of chemotherapeutic agents to the brain after tumour resection","Benton N, Zhan W.","J Control Release. 2025 Oct 10;386:114158. doi: 10.1016/j.jconrel.2025.114158. Epub 2025 Aug 22.","Benton N","J Control Release","2025","2025/08/24","","","10.1016/j.jconrel.2025.114158"
"19267300","Cyclodextrin modified hydrogels of PVP/PEG for sustained drug release","Nielsen AL, Madsen F, Larsen KL.","Drug Deliv. 2009 Feb;16(2):92-101. doi: 10.1080/10717540802605129.","Nielsen AL","Drug Deliv","2009","2009/03/10","","","10.1080/10717540802605129"
"23134321","Hydrophilic and amphiphilic polyethylene glycol-based hydrogels with tunable degradability prepared by ""click"" chemistry","Truong V, Blakey I, Whittaker AK.","Biomacromolecules. 2012 Dec 10;13(12):4012-21. doi: 10.1021/bm3012924. Epub 2012 Nov 14.","Truong V","Biomacromolecules","2012","2012/11/09","","","10.1021/bm3012924"
"22326297","Controlled synergistic delivery of paclitaxel and heat from poly(β-amino ester)/iron oxide-based hydrogel nanocomposites","Meenach SA, Otu CG, Anderson KW, Hilt JZ.","Int J Pharm. 2012 May 10;427(2):177-84. doi: 10.1016/j.ijpharm.2012.01.052. Epub 2012 Feb 1.","Meenach SA","Int J Pharm","2012","2012/02/14","","","10.1016/j.ijpharm.2012.01.052"
"28399459","Multiple hyperthermia-mediated release of TRAIL/SPION nanocomplex from thermosensitive polymeric hydrogels for combination cancer therapy","Zhang ZQ, Song SC.","Biomaterials. 2017 Jul;132:16-27. doi: 10.1016/j.biomaterials.2017.03.049. Epub 2017 Mar 30.","Zhang ZQ","Biomaterials","2017","2017/04/12","","","10.1016/j.biomaterials.2017.03.049"
"17961325","Photo-cross-linkable and thermo-responsive hydrogels containing chitosan and Pluronic for sustained release of human growth hormone (hGH)","Yoo HS.","J Biomater Sci Polym Ed. 2007;18(11):1429-41. doi: 10.1163/156856207782246803.","Yoo HS","J Biomater Sci Polym Ed","2007","2007/10/27","","","10.1163/156856207782246803"
"28816102","Hydrodenticity to enhance relaxivity of gadolinium-DTPA within crosslinked hyaluronic acid nanoparticles","Russo M, Ponsiglione AM, Forte E, Netti PA, Torino E.","Nanomedicine (Lond). 2017 Sep;12(18):2199-2210. doi: 10.2217/nnm-2017-0098. Epub 2017 Aug 17.","Russo M","Nanomedicine (Lond)","2017","2017/08/18","","","10.2217/nnm-2017-0098"
"17073505","Synthesis and characterization of amphiphatic carboxymethyl-hexanoyl chitosan hydrogel: water-retention ability and drug encapsulation","Liu TY, Chen SY, Lin YL, Liu DM.","Langmuir. 2006 Nov 7;22(23):9740-5. doi: 10.1021/la061471n.","Liu TY","Langmuir","2006","2006/11/01","","","10.1021/la061471n"
"15603824","In vitro characterization of vascular endothelial growth factor and dexamethasone releasing hydrogels for implantable probe coatings","Norton LW, Tegnell E, Toporek SS, Reichert WM.","Biomaterials. 2005 Jun;26(16):3285-97. doi: 10.1016/j.biomaterials.2004.07.069.","Norton LW","Biomaterials","2005","2004/12/18","","","10.1016/j.biomaterials.2004.07.069"
"14980777","The effect of the linker on the hydrolysis rate of drug-linked ester bonds","Schoenmakers RG, van de Wetering P, Elbert DL, Hubbell JA.","J Control Release. 2004 Mar 5;95(2):291-300. doi: 10.1016/j.jconrel.2003.12.009.","Schoenmakers RG","J Control Release","2004","2004/02/26","","","10.1016/j.jconrel.2003.12.009"
"24315923","Thermosensitive hydrogels of poly(methyl vinyl ether-co-maleic anhydride) - Pluronic(®) F127 copolymers for controlled protein release","Moreno E, Schwartz J, Larrañeta E, Nguewa PA, Sanmartín C, Agüeros M, Irache JM, Espuelas S.","Int J Pharm. 2014 Jan 1;459(1-2):1-9. doi: 10.1016/j.ijpharm.2013.11.030. Epub 2013 Dec 4.","Moreno E","Int J Pharm","2014","2013/12/10","","","10.1016/j.ijpharm.2013.11.030"
"26939864","Thermo-responsive hydrogels from cellulose-based polyelectrolytes and catanionic vesicles for biomedical application","Milcovich G, Antunes F, Golob S, Farra R, Grassi M, Voinovich D, Grassi G, Asaro F.","J Biomed Mater Res A. 2016 Jul;104(7):1668-79. doi: 10.1002/jbm.a.35698. Epub 2016 Mar 16.","Milcovich G","J Biomed Mater Res A","2016","2016/03/05","","","10.1002/jbm.a.35698"
"14602380","Synthesis and characterization of hydrogels formed from a glycidyl methacrylate derivative of galactomannan","Reis AV, Cavalcanti OA, Rubira AF, Muniz EC.","Int J Pharm. 2003 Nov 28;267(1-2):13-25. doi: 10.1016/j.ijpharm.2003.08.001.","Reis AV","Int J Pharm","2003","2003/11/07","","","10.1016/j.ijpharm.2003.08.001"
"28830791","Injectable nanomedicine hydrogel for local chemotherapy of glioblastoma after surgical resection","Bastiancich C, Bianco J, Vanvarenberg K, Ucakar B, Joudiou N, Gallez B, Bastiat G, Lagarce F, Préat V, Danhier F.","J Control Release. 2017 Oct 28;264:45-54. doi: 10.1016/j.jconrel.2017.08.019. Epub 2017 Aug 19.","Bastiancich C","J Control Release","2017","2017/08/24","","","10.1016/j.jconrel.2017.08.019"
"29729897","Injectable magnetic supramolecular hydrogel with magnetocaloric liquid-conformal property prevents post-operative recurrence in a breast cancer model","Wu H, Song L, Chen L, Zhang W, Chen Y, Zang F, Chen H, Ma M, Gu N, Zhang Y.","Acta Biomater. 2018 Jul 1;74:302-311. doi: 10.1016/j.actbio.2018.04.052. Epub 2018 May 3.","Wu H","Acta Biomater","2018","2018/05/07","","","10.1016/j.actbio.2018.04.052"
"17855176","Hydrogel nanocomposites as remote-controlled biomaterials","Satarkar NS, Zach Hilt J.","Acta Biomater. 2008 Jan;4(1):11-6. doi: 10.1016/j.actbio.2007.07.009. Epub 2007 Aug 3.","Satarkar NS","Acta Biomater","2008","2007/09/15","","","10.1016/j.actbio.2007.07.009"
"20415504","Amino acid-functionalized dendrimers with heterobifunctional chemoselective peripheral groups for drug delivery applications","Navath RS, Menjoge AR, Wang B, Romero R, Kannan S, Kannan RM.","Biomacromolecules. 2010 Jun 14;11(6):1544-63. doi: 10.1021/bm100186b.","Navath RS","Biomacromolecules","2010","2010/04/27","PMC3589517","NIHMS443786","10.1021/bm100186b"
"25490351","Polymer hydrogel functionalized with biodegradable nanoparticles as composite system for controlled drug delivery","Rossi F, Ferrari R, Castiglione F, Mele A, Perale G, Moscatelli D.","Nanotechnology. 2015 Jan 9;26(1):015602. doi: 10.1088/0957-4484/26/1/015602. Epub 2014 Dec 9.","Rossi F","Nanotechnology","2015","2014/12/10","","","10.1088/0957-4484/26/1/015602"
"27915016","Injectable supramolecular hydrogel formed from α-cyclodextrin and PEGylated arginine-functionalized poly(l-lysine) dendron for sustained MMP-9 shRNA plasmid delivery","Lin Q, Yang Y, Hu Q, Guo Z, Liu T, Xu J, Wu J, Kirk TB, Ma D, Xue W.","Acta Biomater. 2017 Feb;49:456-471. doi: 10.1016/j.actbio.2016.11.062. Epub 2016 Nov 30.","Lin Q","Acta Biomater","2017","2016/12/05","","","10.1016/j.actbio.2016.11.062"
"12818813","Release of ciprofloxacin from poloxamer-graft-hyaluronic acid hydrogels in vitro","Cho KY, Chung TW, Kim BC, Kim MK, Lee JH, Wee WR, Cho CS.","Int J Pharm. 2003 Jul 9;260(1):83-91. doi: 10.1016/s0378-5173(03)00259-x.","Cho KY","Int J Pharm","2003","2003/06/24","","","10.1016/s0378-5173(03)00259-x"
"31984750","Engineered Dynamic Boronate Ester-Mediated Self-Healable Biocompatible G-Quadruplex Hydrogels for Sustained Release of Vitamins","Ghosh T, Biswas A, Gavel PK, Das AK.","Langmuir. 2020 Feb 18;36(6):1574-1584. doi: 10.1021/acs.langmuir.9b03837. Epub 2020 Feb 6.","Ghosh T","Langmuir","2020","2020/01/28","","","10.1021/acs.langmuir.9b03837"
